"","D102300","D103780","D104130","D104300","D104310","D106100","D107320","D107650","D109100","D109350","D109543","D109800","D114480","D114500","D114550","D115645","D125320","D125850","D125851","D125852","D125853","D126200","D127350","D127750","D131200","D131440","D132090","D132300","D133239","D134430","D134500","D134510","D134520","D137215","D137750","D137760","D137800","D140300","D140600","D143100","D143465","D144700","D145500","D146500","D151400","D152700","D153800","D155600","D155601","D157300","D157700","D160750","D161400","D164230","D165199","D165720","D166710","D166760","D168600","D168601","D170900","D175505","D176807","D181000","D181500","D182830","D184700","D187360","D188470","D190300","D190310","D191390","D192000","D193200","D203700","D205700","D208085","D208550","D209850","D210050","D211980","D219700","D222100","D223350","D226150","D227300","D234700","D236000","D241100","D246300","D247640","D254200","D254500","D256370","D256700","D260480","D260970","D264700","D266120","D266600","D267740","D273300","D275000","D300125","D303110","D312910","D600081","D600319","D600496","D600634","D600803","D600807","D601208","D601318","D601367","D601518","D601626","D601665","D601666","D601682","D601744","D601941","D601942","D602080","D602096","D602134","D602404","D602439","D603165","D603266","D603388","D604416","D604827","D605055","D605218","D605480","D605526","D605804","D605805","D605839","D605841","D605844","D606889","D607060","D607154","D607202","D607373","D607498","D607499","D607501","D607508","D607516","D607554","D607682","D607688","D607822","D607850","D608049","D608088","D608232","D608320","D608437","D608583","D608895","D608907"
"D264700",0.12063,0.15231,0.24535,0.25217,0.062774,0.29463,0.17409,0.19051,0.21003,0.027049,0,0.097801,0.28561,0.20504,0.17432,0.099978,0.12834,0.23472,0.10626,0.25995,0.27727,0.18217,0.144,0.097199,0.15676,0.10434,0.18775,0.18867,0.098363,0.02083,0.10649,0.016551,0.11309,0.14277,0.088907,0.18462,0.21849,0.30241,0.080645,0.28144,0.1204,0.13817,0.25202,0.23495,0.16658,0.27858,0.27165,0.18209,0.09101,0.1288,0.16377,0.21957,0.20121,0.13274,0.048671,0.11207,0.27162,0.080321,0.13698,0.16327,0.089428,0.033996,0.22431,0.21857,0.23641,0.067188,0.2744,0.26198,0.13952,0.19061,0.05098,0.19369,0.15168,0.14933,0.16693,0,0.16237,0.11515,0.23632,0.12649,0.089813,0.29985,0.30204,0.08137,0,0.10039,0.18344,0.08476,0.18328,0.19813,0.066119,0.21517,0.25178,0.16086,0.27705,0.1422,0.11272,1,0.10377,0.24225,0.12426,0.19532,0.27837,0.085883,0.062892,0.092377,0.37423,0.10572,0.22234,0.03367,0.12453,0.19964,0.071646,0.22262,0.16427,0.076866,0.049956,0.19436,0.071832,0,0.19946,0.12953,0.071332,0.21023,0.21482,0.10761,0.069106,0.085336,0.14258,0.071332,0.11705,0.17012,0.097633,0.17045,0.049172,0.1745,0.16778,0.053173,0.050995,0.070659,0.023842,0.053403,0.077902,0.12064,0.10665,0.10732,0.18363,0.089467,0.061799,0.078162,0.13509,0.11391,0.072985,0.16916,0.07139,0.18232,0.07604,0.18252,0.1001,0.18078,0.073424,0.049052,0.060163,0.031174,0.073012
"D266120",0,0.11794,0,0.13251,0.036834,0.10356,0.10061,0.061177,0.13937,0,0,0.13044,0.11509,0.13034,0.13324,0.077188,0,0.092006,0.1232,0.10281,0.06537,0.10269,0.054626,0.022169,0.035388,0.14683,0,0,0.088747,0.14563,0.23658,0.15464,0.085747,0.13123,0.025803,0.12806,0.086564,0.15907,0,0.073293,0.034687,0.16504,0.23369,0.094766,0.15248,0.20026,0.093848,0.13247,0,0.049833,0.044686,0.10864,0.076743,0.037883,0,0.032658,0.097786,0,0.017645,0.020669,0.093447,0.026165,0.11221,0.13625,0.14529,0,0.067703,0.20471,0.097418,0.043961,0,0.074101,0,0.090753,0.031512,0.27458,0.061223,0.088948,0.096042,0,0.085963,0.13214,0.13768,0.22899,0,0.22127,0.067471,0.12212,0.053059,0.085029,0.052372,0.092952,0.13828,0.075948,0.12209,0.057075,0.034736,0.10377,1,0.19649,0,0.092471,0.098887,0,0.029083,0.023798,0.11614,0,0.087195,0.039072,0.10569,0.13729,0,0.10758,0.12733,0.044536,0.14393,0.026262,0,0,0.17583,0.15233,0,0.086442,0.14061,0,0,0.16978,0.074446,0,0.13524,0.051512,0,0.03177,0,0,0.14129,0.041164,0.039458,0.06315,0,0.041342,0.030487,0,0.13588,0,0.099487,0,0,0,0.093884,0,0.042378,0,0,0.018857,0.035541,0.094456,0.051124,0.13927,0.024202,0,0,0,0
"D266600",0.058332,0.19056,0.14552,0.28598,0.04693,0.32552,0.27566,0.15803,0.40259,0.12843,0.039866,0.13129,0.28355,0.33983,0.24115,0.19151,0.036325,0.15838,0.12258,0.30217,0.27329,0.39518,0.16104,0.037798,0.091389,0.13987,0.02574,0.052998,0.2553,0.10131,0.17896,0.066042,0.15605,0.30269,0.12208,0.21998,0.21829,0.26146,0.20571,0.21055,0.11398,0.25081,0.28728,0.26432,0.28619,0.39881,0.2981,0.28424,0.10772,0.18238,0.19932,0.13805,0.17756,0.065381,0.08219,0.17084,0.18108,0.095634,0.14506,0.070091,0.15168,0.24099,0.23234,0.37923,0.23951,0.085886,0.21623,0.36386,0.11254,0.15995,0.067937,0.66235,0,0.16064,0.20405,0.13067,0.17915,0.29194,0.23783,0.10105,0.11559,0.40426,0.40651,0.20234,0.21299,0.16807,0.24242,0.21157,0.14965,0.33007,0.1084,0.20051,0.29069,0.098956,0.27424,0.31811,0.060259,0.24225,0.19649,1,0.098267,0.17567,0.3076,0.071415,0.088591,0.12479,0.11571,0.171,0.17508,0.068045,0.1855,0.37132,0.11941,0.22565,0.26614,0.077282,0.16386,0.20502,0.11966,0.090507,0.27219,0.17042,0.11899,0.20285,0.21327,0.061261,0.022989,0.17143,0.27115,0.11899,0.23026,0.25784,0.090462,0.054632,0.1801,0.1021,0.12527,0.22047,0.24298,0.11328,0.023777,0.22088,0.090687,0.068141,0.24245,0.25623,0.19714,0.062955,0.039767,0.064729,0.10695,0.10059,0.091069,0.060334,0.023733,0.064217,0.17641,0.16894,0.14208,0.35116,0.14362,0.17949,0.080101,0.090912,0.02427
"D267740",0.083568,0.10835,0.28636,0.19947,0.13479,0.094031,0.12487,0.31209,0.032302,0,0,0,0.12215,0,0.070108,0.17895,0.13927,0.091117,0,0.031995,0,0.16776,0.036732,0.13531,0,0,0.60544,0.38894,0,0,0,0,0,0,0.3356,0.19517,0.14454,0.12175,0,0.1926,0,0.020225,0.06569,0.19786,0,0.11564,0.25116,0.1322,0,0.15317,0.094107,0.087908,0.20304,0.18731,0.35066,0.079923,0,0.093585,0.15974,0.10077,0,0,0.082822,0.20871,0.21147,0.46284,0.020498,0.20477,0,0.16314,0.14637,0.1694,0,0.070698,0.25784,0,0,0.11111,0.29208,0.21614,0,0.087289,0.13309,0,0,0,0.055237,0,0,0,0.066328,0.086124,0.047191,0,0.13794,0.15362,0.084907,0.12426,0,0.098267,1,0.095471,0.18087,0.20393,0.27136,0.28375,0,0,0.086361,0,0,0.048536,0,0,0.10336,0,0,0.097192,0,0.3535,0,0,0,0.17224,0.12897,0.13152,0.19797,0.068904,0.12538,0,0.04131,0,0.19154,0.26992,0,0.44639,0.17337,0,0,0,0.068292,0,0.14898,0.19058,0,0.088806,0.37864,0.21884,0,0.18496,0.23145,0.25292,0.15681,0.42336,0.20451,0.18352,0,0.39078,0.062916,0.041938,0,0,0.17235,0.20798,0.20915
"D273300",0.07665,0.10554,0.097973,0.23296,0.098296,0.15126,0.12099,0.092004,0.077209,0.091542,0.083201,0.27442,0.38625,0.29698,0.2229,0.074783,0.10206,0.11084,0.11038,0.13864,0.15802,0.12646,0.076036,0.12039,0.21748,0.071824,0.081,0.055527,0.14556,0.021754,0.071033,0.051889,0.052952,0.13166,0.069799,0.12877,0.29217,0.1657,0.042403,0.31106,0.1541,0.30238,0.22522,0.14936,0.092683,0.20565,0.17953,0.21643,0.19888,0.13382,0.075351,0.082308,0.080707,0.12078,0.084221,0.13118,0.114,0.033492,0.12658,0.12253,0.032719,0.088187,0.40265,0.11243,0.15804,0.087693,0.24582,0.086954,0.26784,0.098915,0.035491,0.1214,0.16054,0.083204,0.11491,0,0.057956,0.10712,0.17291,0.086012,0.22334,0.21197,0.14468,0.077119,0,0.066506,0.060995,0.11681,0.23604,0.050865,0.19375,0.16218,0.14456,0.22422,0.34535,0.050903,0.084987,0.19532,0.092471,0.17567,0.095471,1,0.11517,0.11926,0.065398,0.11527,0.074246,0.021891,0.10502,0.22239,0.13315,0.20089,0.024928,0.096504,0.18682,0.21133,0.096761,0.18564,0.024983,0.023202,0.20581,0.090637,0.024834,0.22479,0.18959,0.083365,0.072175,0.10711,0.10521,0.024834,0.090672,0.046215,0.076922,0.11434,0.024192,0.063576,0.12689,0.01851,0.017742,0.16964,0.024898,0.01859,0.11046,0.087051,0.093302,0.015939,0.1564,0.10485,0.06357,0.10788,0.15382,0.13092,0.076225,0.10445,0.07456,0.15342,0.04753,0.29233,0.057156,0.15182,0.045396,0,0.062834,0,0.076254
"D275000",0.058341,0.22156,0.13877,0.22557,0.041928,0.30051,0.22504,0.20246,0.29364,0,0,0.014343,0.2849,0.1706,0.13443,0.15761,0.032433,0.24987,0.21385,0.37588,0.2935,0.3374,0.064469,0.050567,0.040782,0.12081,0.069134,0.071089,0.065366,0,0.094374,0.022148,0.049334,0.08612,0.17893,0.30783,0.14931,0.56311,0.13194,0.23681,0.072289,0.11384,0.22887,0.24465,0.28428,0.29117,0.3167,0.24824,0.047145,0.18651,0.14705,0.2759,0.25273,0.043649,0.17541,0.15021,0.17913,0.085549,0.16336,0.094751,0.050704,0,0.10323,0.32869,0.25021,0.16048,0.19498,0.33677,0.18621,0.13879,0.045448,0.3008,0,0.20407,0.15503,0.057989,0.10706,0.17042,0.25587,0.040253,0.15129,0.23805,0.47039,0.10816,0,0.089654,0.34051,0.15694,0.076531,0.16411,0.060382,0.31452,0.32442,0.029051,0.29267,0.24525,0.059276,0.27837,0.098887,0.3076,0.18087,0.11517,1,0.11445,0.18712,0.15344,0.16084,0.28429,0.30545,0.022534,0.081426,0.21681,0.29235,0.38495,0.19645,0,0.08249,0.12281,0.29218,0.15162,0.27122,0.34463,0.29259,0.18085,0.18408,0.08182,0.030839,0.097381,0.19974,0.29259,0.56346,0.21284,0.078974,0.054265,0.12109,0.22084,0.10816,0.047446,0.04549,0.038472,0.031896,0.047806,0.069413,0.044415,0.1191,0.19807,0.1815,0.10025,0.1086,0.12339,0.16094,0.11676,0.12517,0.052944,0.031837,0.11896,0.12158,0.17712,0.10355,0.2413,0.19227,0.13029,0.13795,0.08068,0.032556
"D300125",0.16499,0.14239,0.15108,0.12607,0.14143,0.12295,0.16314,0.15826,0.076656,0,0,0,0.11085,0,0.074835,0.074636,0.16481,0,0,0.1002,0.084309,0.11188,0,0.1497,0,0,0.23288,0.15963,0,0,0,0,0,0,0.15049,0.12314,0.1007,0.095543,0,0.089344,0.069564,0.047694,0.10332,0.14679,0,0.10735,0.14477,0.066058,0,0.75392,0.086425,0.068834,0.099978,0.25945,0.2567,0.062582,0,0.072226,0.13588,0.15885,0.056873,0,0.065104,0.19088,0.11786,0.18905,0.081129,0.17002,0,0.28143,0.11477,0.05359,0,0.16659,0.23582,0,0.04067,0.057252,0.11142,0.2041,0,0.08033,0.032444,0,0.086188,0,0.065105,0.047062,0,0.027369,0.025344,0.067506,0.092756,0,0.12951,0.036466,0.13709,0.085883,0,0.071415,0.20393,0.11926,0.11445,1,0.22758,0.20848,0,0,0,0,0,0,0,0,0.18334,0,0,0.154,0,0.050027,0,0,0,0.16807,0.17052,0.10312,0.15562,0.053954,0.035947,0,0.032446,0,0.16713,0.1867,0,0.18299,0.13628,0,0,0,0.053681,0,0.23389,0.14952,0.032779,0.069535,0.17278,0.94585,0.20865,0.9466,0.93936,0.88643,0.24673,0.27137,0.16076,0.12745,0,0.15474,0.098685,0.032839,0.047327,0,0.2712,0,0.16441
"D303110",0.086559,0.099903,0.088054,0.099386,0.031087,0.074394,0.071319,0.24456,0.056148,0,0,0.021232,0.13385,0.01381,0.048619,0.16758,0.048093,0.08032,0.070406,0.088386,0.037945,0.16501,0.025481,0.05614,0,0,0.10252,0.070285,0.018886,0.041327,0.03353,0.06591,0.048771,0.047076,0.24586,0.18327,0.044091,0.084255,0,0.11392,0,0.028015,0.076648,0.13099,0.035287,0.046974,0.21251,0.13286,0,0.1705,0.11724,0.060649,0.13261,0.097085,0.44584,0.055141,0.020801,0.16416,0.090543,0.034835,0.050635,0.02235,0.038238,0.16703,0.15754,0.24041,0.099215,0.16716,0,0.09387,0.067393,0.08016,0,0.2522,0.13613,0,0.034862,0.10106,0.15074,0.039801,0,0.090756,0.10138,0,0,0.031864,0.038251,0.025687,0.045495,0,0.022342,0.07927,0.065698,0.072531,0.10296,0.099998,0.05858,0.062892,0.029083,0.088591,0.27136,0.065398,0.18712,0.22758,1,0.37663,0.066268,0.04173,0.10176,0.033375,0,0.033356,0.047496,0.030501,0.071511,0,0,0.20333,0.047628,0.22797,0,0.04185,0.047272,0.21491,0.029773,0.060568,0.045731,0.071306,0.11272,0.047272,0.028603,0.021914,0.028,0.053654,0,0.080712,0.040021,0.035163,0.033705,0,0.047298,0.035315,0.051468,0.065861,0.057754,0.091652,0.21996,0.19974,0.052811,0.20645,0.21276,0.22385,0.072399,0.078508,0.047211,0.04778,0,0.19512,0.086887,0.043401,0.14808,0,0.039785,0.12354,0.048278
"D312910",0.11873,0.12269,0.14742,0.16487,0.10765,0.061741,0.070069,0.17568,0.082823,0,0,0.017373,0.10337,0.022634,0.11927,0.21709,0.12274,0.10975,0.085324,0.089832,0.045244,0.22465,0.040234,0.12639,0,0,0.16821,0.1153,0.015454,0.033817,0.027437,0.053871,0.039863,0.025502,0.21398,0.13579,0.086961,0.15481,0,0.18958,0,0.04845,0.11181,0.24595,0.014288,0.093845,0.19712,0.070983,0,0.1563,0.11834,0.049818,0.12823,0.21873,0.36988,0.045293,0.034103,0.13689,0.16098,0.11913,0.020502,0.018288,0.094625,0.1143,0.21911,0.25369,0.058698,0.14927,0.022627,0.21026,0.20048,0.10522,0,0.21112,0.16735,0,0.057012,0.083066,0.29002,0.065227,0,0.15795,0.10724,0,0,0.026074,0.031376,0,0.12812,0,0.018303,0.081266,0.053554,0.017592,0.11473,0.082924,0.073579,0.092377,0.023798,0.12479,0.28375,0.11527,0.15344,0.20848,0.37663,1,0.053737,0.10215,0.10403,0.054704,0,0.027399,0.11628,0.074813,0.14631,0,0,0.11028,0.11658,0.18932,0,0.10244,0.11577,0.20674,0.10302,0.16274,0.1614,0.097536,0.12856,0.11577,0.047007,0.053704,0.069042,0.11591,0,0.13218,0.13846,0.028773,0.02758,0,0.038846,0.028897,0.15295,0.22692,0.047259,0.099855,0.37927,0.18275,0,0.18886,0.19495,0.23416,0.11859,0.12877,0.16348,0.19332,0,0.33648,0.14629,0.059296,0.10198,0,0.097788,0.10423,0.16749
"D600081",0,0.16545,0,0.081382,0,0.083724,0.056688,0.14465,0.14811,0,0,0.028081,0.092495,0.055276,0.13543,0,0,0.2171,0.23091,0.11588,0.15411,0.080717,0.061386,0,0,0.065795,0,0,0.1251,0,0.13378,0,0.032097,0.20617,0.029072,0.09619,0.077869,0.16331,0.051245,0.080458,0,0.055896,0.14625,0.10684,0.20964,0.101,0.1265,0.079268,0,0.027955,0.03346,0.16274,0.11541,0,0,0.036363,0.2123,0,0.019641,0.022946,0.16555,0,0.076172,0.16823,0.16917,0,0.14128,0.17845,0.16281,0.024616,0,0.083381,0,0.16107,0.017641,0,0.092164,0.066828,0.17988,0,0.13768,0.12351,0.13734,0.070498,0,0.12464,0.13354,0.055213,0,0.063974,0.029512,0.13876,0.21614,0,0.045022,0.085051,0,0.37423,0.11614,0.11571,0,0.074246,0.16084,0,0.066268,0.053737,1,0.10987,0.20567,0,0.1696,0.095885,0.12505,0.16114,0.11998,0,0.064821,0.059303,0.1254,0,0.12279,0.28231,0.12446,0.1247,0.079209,0,0,0.063438,0.091627,0.12446,0.076087,0.086487,0,0,0,0,0.15961,0,0,0,0,0,0,0,0.16718,0.080002,0.18709,0,0,0,0.10606,0,0,0,0,0.020983,0.039505,0.17304,0,0.09749,0.082883,0,0,0,0
"D600319",0,0.083365,0,0.10278,0,0.098301,0.12529,0.087717,0.24211,0,0,0,0.11752,0.023116,0.054155,0,0,0.22371,0.2969,0.52084,0.34707,0.10294,0.17813,0,0,0,0,0.11952,0,0,0,0,0.14109,0.02607,0,0,0,0.15065,0.2318,0.058582,0,0.046965,0.12753,0.16606,0.091267,0.12479,0.053256,0,0,0,0.043226,0.051045,0.036576,0,0,0.15066,0.1064,0.10776,0,0,0.083846,0,0.032002,0.068917,0.02873,0,0.11984,0.15196,0.046149,0.063507,0,0.13718,0,0.16438,0.117,0.13908,0.18535,0.042022,0.10694,0,0,0.067058,0.34157,0.044338,0,0,0.09619,0.034694,0.11516,0,0.037364,0.13267,0.10945,0,0.038444,0.053847,0,0.10572,0,0.171,0,0.021891,0.28429,0,0.04173,0.10215,0.10987,1,0.3808,0.055871,0,0.02778,0.87656,0.57612,0.15096,0,0.040557,0.075099,0.87658,0,0.071355,0.77117,0.87645,0.050959,0,0.050858,0,0.039788,0.026503,0.87645,0.16122,0.33406,0,0,0.10903,0.13581,0,0.05884,0.056401,0,0,0.059478,0,0,0.048587,0.20807,0.069481,0,0,0,0,0,0,0,0,0,0.18271,0.061646,0.10921,0.04847,0.33561,0.10885,0,0,0
"D600496",0,0.12433,0.021587,0.19996,0,0.23619,0.057275,0.19336,0.15276,0.024983,0,0.085675,0.14099,0.12426,0.14951,0.067719,0,0.89132,0.54479,0.48071,0.5926,0.14819,0.023388,0,0.090221,0.049312,0,0,0.13506,0,0.17478,0,0,0.093492,0.044151,0.12714,0.029299,0.20866,0,0.13128,0,0.12663,0.29749,0.24984,0.10769,0.13414,0.231,0.1274,0,0.021044,0.025273,0.092142,0.15283,0,0.066707,0,0.11188,0.031587,0.04479,0.035069,0.099758,0.022323,0.095255,0.13761,0.12312,0.07029,0.3193,0.1662,0.19797,0.018562,0,0.14437,0.05908,0.097658,0.095277,0.082573,0.11486,0.10006,0.15196,0.020401,0.098161,0.18475,0.44151,0.079183,0,0.16451,0.11525,0.061997,0.090469,0.071881,0.044419,0.17874,0.17988,0.11042,0.12417,0.13221,0,0.22234,0.087195,0.17508,0.086361,0.10502,0.30545,0,0.10176,0.10403,0.20567,0.3808,1,0.033222,0.18518,0.18656,0.43463,0.51342,0.14491,0.037858,0.072683,0.090499,0.43437,0.091123,0.12972,0.51145,0.435,0.075176,0.059366,0,0,0.071188,0.12848,0.435,0.15278,0.11382,0,0,0.06473,0.080629,0.20926,0.034964,0.033515,0,0,0.035344,0,0,0.14773,0.15373,0.18508,0,0.052768,0,0.079624,0,0,0,0,0,0,0.16947,0.043164,0.087795,0.19626,0.064627,0,0.11833,0
"D600634",0,0,0.059648,0.08324,0,0.04037,0.019139,0,0.030135,0.13745,0.16661,0.17973,0.2285,0.26532,0.16532,0.089679,0,0.03505,0.046711,0.058738,0.02474,0.066848,0.031575,0,0.04251,0.068191,0,0,0.19273,0.055519,0.045045,0.044114,0.032689,0.17621,0.02961,0.049577,0.22702,0.069418,0,0.11739,0,0.22221,0.062312,0.043278,0.073206,0.048252,0.021359,0.19112,0.29,0,0.017039,0,0,0.043473,0,0,0.055912,0,0,0,0.06891,0.21916,0.26587,0.019279,0.023011,0,0.058117,0.020112,0.28172,0.025072,0,0.085744,0,0.09985,0.01797,0,0.02337,0,0.065274,0,0.27233,0.095217,0.019208,0.073853,0,0.042807,0,0.085642,0.060929,0,0.21839,0.13417,0.04533,0.17513,0.15502,0,0,0.03367,0.039072,0.068045,0,0.22239,0.022534,0,0.033375,0.054704,0,0.055871,0.033222,1,0,0.02342,0.063621,0.04108,0.097121,0.1064,0.099577,0.2957,0.063761,0,0,0.05604,0.063382,0.062551,0,0,0,0.097983,0.064826,0.063382,0.038599,0.02944,0,0,0,0,0,0.047238,0.045281,0.15582,0,0.047443,0,0,0.038789,0,0.057139,0,0,0,0,0,0.048632,0,0,0,0,0.1998,0.029155,0.083868,0.055568,0,0,0,0
"D600803",0,0.15071,0.052411,0.13701,0,0.16044,0.069461,0.10597,0.12747,0.060632,0,0.02565,0.13929,0.13541,0.13958,0.079347,0,0.19439,0.12665,0.079324,0.21126,0.091198,0.056284,0,0.036446,0.059762,0,0,0.139,0,0.12174,0,0.062525,0.15132,0,0.065888,0.053234,0.083163,0,0.11974,0,0.085906,0.13982,0.11674,0.08591,0.059971,0.14209,0.11917,0,0.05317,0.061296,0.11169,0.07889,0,0,0,0.16033,0,0.017962,0,0.030259,0.081175,0.094237,0.13306,0.10844,0,0.12868,0.054554,0.13954,0.045053,0.040647,0.15304,0,0,0.10039,0,0.16985,0.091034,0.13998,0.073456,0.11866,0.22536,0.16017,0.064033,0.038388,0.11342,0.093328,0.05015,0,0.058108,0.067035,0.12297,0.12317,0,0.11,0.25119,0,0.12453,0.10569,0.1855,0,0.13315,0.081426,0,0,0,0.1696,0,0.18518,0,1,0.22756,0,0.11019,0.13583,0,0.094091,0.11548,0,0,0.1918,0.15661,0,0.12626,0.071946,0,0,0.05762,0.078732,0,0.06911,0,0,0,0,0,0.14525,0,0,0,0,0,0.0311,0,0.14366,0.073075,0.13763,0,0,0,0.096514,0.061384,0,0,0,0.038429,0,0.10626,0.026178,0.11088,0.025057,0,0,0,0
"D600807",0.01957,0.16911,0.10391,0.28875,0.041569,0.36407,0.14491,0.12897,0.18933,0.067517,0.05273,0.11853,0.22643,0.19902,0.22611,0.1657,0,0.17892,0.070408,0.19351,0.20245,0.27479,0.082258,0.025006,0.060664,0.27588,0,0.023581,0.1065,0.055246,0.13712,0.087828,0.083568,0.13829,0.029466,0.15922,0.17201,0.18496,0.053789,0.2042,0.097552,0.26842,0.2696,0.11887,0.21732,0.341,0.16423,0.23738,0.097569,0.11342,0.13062,0.062093,0.10309,0,0.04299,0.14777,0.14831,0.021212,0.060936,0.058667,0.11743,0.060168,0.16777,0.29869,0.18842,0.044634,0.11953,0.1829,0.15601,0.12593,0.022519,0.22415,0.039664,0.065281,0.1089,0.08309,0.089293,0.38905,0.13746,0.11202,0.22324,0.32758,0.3473,0.21788,0.021268,0.12944,0.065426,0.2668,0.01523,0.24268,0.077867,0.13492,0.25481,0.059581,0.23627,0.1652,0.019592,0.19964,0.13729,0.37132,0.048536,0.20089,0.21681,0,0.033356,0.027399,0.095885,0.02778,0.18656,0.02342,0.22756,1,0.031624,0.21646,0.17005,0.051798,0.18566,0.091075,0.031705,0.058993,0.32418,0.11494,0.031486,0.21158,0.20277,0.085732,0,0.16829,0.30057,0.031486,0.18084,0.046915,0.057376,0.035841,0.021693,0.026929,0.080748,0.25549,0.23134,0.022461,0,0.25101,0.034393,0.044445,0.31085,0.12973,0.11948,0,0,0,0.053657,0.050869,0,0,0,0.042585,0.060306,0.097257,0.072556,0.27104,0.013819,0.021603,0,0,0
"D601208",0,0.094884,0,0.11704,0,0.055582,0.055414,0.032924,0.23285,0,0,0,0.079738,0.026322,0.061637,0,0,0.25583,0.33953,0.46057,0.32461,0.11723,0.044789,0,0,0,0,0,0,0,0,0,0,0.029672,0,0,0,0.17158,0,0.033051,0,0.026681,0.1458,0.15893,0.10396,0.070473,0.060614,0,0,0,0,0,0,0,0,0,0.039674,0,0,0,0.095438,0,0.03644,0.052217,0.032699,0,0.13701,0.11512,0.05255,0,0,0.061058,0,0.18722,0.051056,0.15848,0.099387,0.047836,0.091123,0,0,0.076335,0.30327,0.050472,0,0,0.073014,0.039494,0.043276,0,0.042533,0.11327,0.12465,0,0,0.061359,0,0.071646,0,0.11941,0,0.024928,0.29235,0,0.047496,0.11628,0.12505,0.87656,0.43463,0.063621,0,0.031624,1,0.65749,0.17261,0,0.046168,0.085496,0.99998,0,0.08131,0.87975,0.99993,0,0,0,0,0.045293,0.03017,0.99993,0.18369,0.21762,0,0,0.12424,0.15476,0,0.066981,0.064205,0,0,0.067708,0,0,0.05531,0.23697,0.079081,0,0,0,0,0,0,0,0,0,0,0.070164,0.082845,0.055232,0.38299,0.12404,0,0,0
"D601318",0,0.15302,0.026609,0.15087,0,0.19949,0.14718,0.08488,0.23681,0.030795,0,0,0.19357,0.1923,0.099157,0.026901,0,0.41391,0.31553,0.65016,0.38455,0.18507,0.02892,0,0.074244,0.15506,0,0,0.094834,0,0.08229,0,0,0.096387,0,0.16475,0.13218,0.30321,0,0.13135,0,0.12127,0.21583,0.16696,0.23407,0.17291,0.20438,0.12624,0,0.051765,0.015557,0.07595,0.053281,0,0,0,0.076638,0,0.023524,0,0.091994,0.027515,0.093762,0.19556,0.17853,0,0.18011,0.20869,0.16964,0.02288,0,0.22632,0,0.12033,0.049335,0.10167,0.085951,0.18718,0.099901,0.025146,0.059696,0.18067,0.44783,0.19725,0,0.076729,0.093708,0.21266,0.083741,0.21596,0.081966,0.16999,0.22692,0.052888,0.14311,0.16331,0,0.22262,0.10758,0.22565,0,0.096504,0.38495,0,0.030501,0.074813,0.16114,0.57612,0.51342,0.04108,0.11019,0.21646,0.65749,1,0.16182,0,0.11969,0.082633,0.65719,0,0.24433,0.68565,0.65793,0.036025,0.27263,0,0,0.11853,0.1038,0.65793,0.29699,0.18828,0,0,0.079702,0.099279,0.09816,0.042999,0.041217,0,0,0.043466,0,0,0.15539,0.18923,0.10356,0,0,0,0.065464,0,0,0,0,0,0,0.09801,0.053147,0.18823,0.25256,0.079576,0,0,0
"D601367",0.1477,0.29218,0.14226,0.36957,0.11534,0.1486,0.32565,0.15124,0.18434,0.036422,0.086506,0.12664,0.21407,0.094201,0.21594,0.19731,0.16327,0.15389,0.20493,0.2615,0.30167,0.19829,0.10555,0.15714,0.021734,0.10798,0.14751,0.10111,0.11512,0.17556,0.22716,0.094656,0.14859,0.16135,0.063382,0.10497,0.16476,0.18579,0.08755,0.1932,0.12873,0.16668,0.38477,0.25947,0.1037,0.21428,0.23715,0.15331,0.10359,0.18368,0.2075,0.13539,0.16083,0.19003,0.045988,0.10214,0.16893,0,0.17524,0.14178,0.16229,0.048202,0.18121,0.16999,0.2305,0.14368,0.21021,0.21766,0.18399,0.17488,0.072695,0.091298,0,0.14028,0.18065,0.059549,0.091713,0.073597,0.26721,0.19111,0.12984,0.21066,0.19923,0.1167,0,0.2156,0.11279,0.22681,0.032612,0.053074,0.06759,0.14352,0.23851,0.046396,0.19934,0.03543,0.11821,0.16427,0.12733,0.26614,0.10336,0.18682,0.19645,0.18334,0.071511,0.14631,0.11998,0.15096,0.14491,0.097121,0.13583,0.17005,0.17261,0.16182,1,0.028287,0.10627,0.22885,0.17213,0,0.11242,0.24715,0.17337,0.16309,0.26297,0.10941,0.098566,0.22784,0.1053,0.17337,0.11161,0.11351,0.1679,0.1577,0.033004,0.11591,0.20372,0.025278,0.02423,0.043423,0.034002,0.025387,0.22941,0.16869,0.0847,0.14069,0.24622,0.16112,0.089012,0.16635,0.23023,0.19668,0.32481,0.17096,0.10182,0.13606,0.070276,0.26049,0.12587,0.13967,0.29402,0,0.32979,0,0.14027
